Supplier Name,Stage Invoked,Mandatory Restrictions,Reporting Month,Total Monthly Potable Water Production 2014,Total Monthly Potable Water Production 2013,Units,Qualification,Total Population Served,REPORTED Residential Gallons-per-Capita-Day (R-GPCD) (starting in September 2014),Optional - Enforcement Actions,Optional - Implementation,Optional - Recycled Water,Recycled Water Units, CALCULATED Monthly Gallons Month 2014 ,CALCULATED Monthly Gallons Month 2013,CALCULATED R-GPCD 2014 (Values calculated by Water Board staff using methodology available at http://www.waterboards.ca.gov/waterrights/water_issues/programs/drought/docs/ws_tools/guidance_estimate_res_gpcd.pdf),CALCULATED R-GPCD 2013 (Values calculated by Water Board staff using methodology available at http://www.waterboards.ca.gov/waterrights/water_issues/programs/drought/docs/ws_tools/guidance_estimate_res_gpcd.pdf),% Residential Use,Comments/Corrections
San Juan Capistrano  City of,Stage 2,Yes,Aug-14,962.1,933,AF,"Overall production was slightly higher in August 2014 than August 2013, as a golf course in the City‰Ûªs service area used 25 acre feet in August 2014, and 0 acre feet in August 2013.  This is new demand, and accounts for 87% of the increased production.  The balance of the increase is accounted for by two large CALTRANS freeway construction projects (~2 AF).    Agricultural accounts used 23.54 AF in August 2014.      From the City‰Ûªs water sales report, residential use went down by 9.5 AF (1.6%).  Residential per-capita use in August decreased from 167 gallons per capita per day in 2013, to 162 gallons per capita per day for this month in 2014.  "," 40,262 ",,"In August 2014, staff received and responded to 18 calls reporting leaks and water waste.  Additionally, staff has begun a cycle of patrols for overspray and runoff, and has contacted five sites where broken or stuck sprinklers were discovered.  Follow-up with these customers indicated that all were repaired within a day.","The City Council declared a Stage 2 Water Shortage on August 19, 2014.  Several local papers carried the story, with details of the new restrictions.  During August, a message was printed on all water bills alerting residents to the new regulations.  Additionally, a bill stuffer was included enumerating the ‰ÛÏFour things Californians can do to save water in the drought‰Û, with another bill stuffer promoting free home water surveys and rebates for landscape efficiency.    The City launched a mobile app this month, enabling residents to report leaks and waste, and updated the conservation page on the City Web site to reflect the declaration of Stage 2, and guide residents to rebates and assistance.  Staff was informed of the declaration, and a handout provided to be placed on public counters detailing the restrictions in place.  City landscape crews have been informed about the regulations and restrictions, and directed to be diligent in checking irrigations systems and performing prompt repairs. Lawn signs have been ordered, to publicize the turf removal program throughout the City.    City staff responded to numerous email and telephone inquiries about the drought, met with Homeowner Association representatives, and continues scheduling workshops and public forums to take place over the next several months.  Staff also drafted a direct mail piece to be mailed to every address, about the Stage 2 Drought declaration.  ",,,313501657.9,304019381.4,148.44661,143.956644,59%,No Correction Needed
San Juan Capistrano  City of,Stage 2,Yes,Sep-14,898.39,874.8,AF,"Residential usage has decreased 5.2% compared to 2013.  Overall production was slightly higher in September 2014 than September 2013, as two large new non-residential uses began this year. A golf course in the City‰Ûªs service area used 24.7 acre feet in September 2014, and 0 acre feet in September 2013.  This is new demand, and accounts for all of the increased production.  Two large CALTRANS freeway construction projects plus a major road extension project also account for additional demand, with construction water overall using (~8 AF).  Without those two new uses, total production would have decreased.  Agriculture used 18 AF in September."," 38,491 ",133,"In September 2014, staff received and responded to 45 calls reporting leaks and water waste.  Additionally, staff has begun a cycle of patrols for overspray and runoff, and has contacted about 20 sites where runoff occurred, or broken or stuck sprinklers were discovered.  ","A special meeting for Homeowner Associations was held, ‰ÛÏH2O for HOAs ‰ÛÒ Drought Emergency‰Û, and over 100 property managers, HOA board members, and landscape contractors attended.  The local school district facility and landscape managers attended a meeting we initiated, which included all five water agencies that the school district covers.  Each agency presented the regulations in place, rebates and incentives, and discussed schools which could be converted to recycled water.    During September, a message was printed on all water bills alerting residents to the declaration of Stage 2.   The City launched a mobile app in August, enabling residents to report leaks and waste, and reports began to be received.  Additional updates were made to the conservation page on the City Web site to reflect the declaration of Stage 2, and guide residents to rebates and assistance.      City staff responded to numerous email and telephone inquiries about the drought, met with Homeowner Association representatives, and continues scheduling workshops and public forums to take place over the next several months.    ",,,292741663.5,285054828.3,131.8279295,128.3663807,52%,No Correction Needed
San Juan Water District,Stage 3,Yes,Jun-14,1592.81,1936.21,AF,," 30,618 ",,,,,AF,519019411.4,630916791.5,536.7958291,652.525695,95%,No Correction Needed
San Juan Water District,Stage 3,Yes,Jul-14,1738.38,2237.24,AF,," 30,873 ",,,,,AF,566453603.7,729007846.5,562.27325,723.6278638,95%,No Correction Needed
San Juan Water District,Stage 3,Yes,Aug-14,1626.19,2103.23,AF,," 30,873 ",,,,,,529896332.1,685340496.8,525.9857663,680.2827734,95%,No Correction Needed
San Juan Water District,Stage 3,Yes,Sep-14,1385.66,1607.68,AF,," 37,259 ",403.95,,,,,451519288.3,523864822.2,383.7491827,445.2361229,95%,No Correction Needed
San Lorenzo Valley Water District,Stage 2,Yes,Sep-14,44259091,46941000,G,," 19,000 ",,,,,,44259091,46941000,73.76515167,78.235,95%,No Correction Needed
San Lorenzo Valley Water District,Stage 2,Yes,Aug-14,47475255,63686664,G,," 19,000 ",,,,,,47475255,63686664,76.57299194,102.7204258,95%,No Correction Needed
San Lorenzo Valley Water District,Stage 2,Yes,Jul-14,51602206,74127105,G,," 19,000 ",,,,,,51602206,74127105,83.22936452,119.5598468,95%,No Correction Needed
San Lorenzo Valley Water District,Stage 2,,Jun-14,46050900,56037700,G,"5% Irrigation, Institutional, Commercial "," 19,000 ",,,,,,46050900,56037700,76.7515,93.39616667,95%,No Correction Needed
San Luis Obispo  City of,1,Yes,Jun-14,518,532,AF,," 45,473 ",,,,,,168791039.2,173352959.2,74.23791665,76.24434683,60%,No Correction Needed
San Luis Obispo  City of,1,Yes,Jul-14,510,556,AF,"Errors were found in the production data for both July and August; the errors have been corrected, please replace the data in the spreadsheet with this data."," 45,119 ",,,,,,166184227.8,181173393.4,71.28856855,77.71851787,60%,No Correction Needed
San Luis Obispo  City of,1,Yes,Aug-14,498,547,AF,," 45,119 ",,"Errors were found in the production data for both July and August; the errors have been corrected, please replace the data in the spreadsheet with the correct data.",,,,162274010.6,178240730.6,69.61119047,76.46048431,60%,No Correction Needed
San Luis Obispo  City of,1,Yes,Sep-14,481,523,AF,," 45,541 ",72,,,,,156734536.4,170420296.3,114.7204617,124.737633,100%,No Correction Needed
Sanger  City of,2,Yes,Sep-14,195.238,223.017,MG,," 25,664 ",,City continues to reach out to the community regarding the importance of water conservation. No fines have been levied yet but letters have been sent out.,,,,195238000,223017000,149.6134923,170.9009118,59%,No Correction Needed
Sanger  City of,2,Yes,Aug-14,199.697,295.102,MG,," 25,664 ",,,,,,199697000,295102000,148.0940165,218.8457536,59%,No Correction Needed
Sanger  City of,2,Yes,Jul-14,219.933,225.137,MG,," 25,664 ",,,,,MG,219933000,225137000,163.1009045,166.9601576,59%,No Correction Needed
Sanger  City of,2,Yes,Jun-14,223.042,206.153,MG,The percentage of use is based upon prior years statistics. The City is currently replacing all the water meters with an automated system and also installing leak detection. This will allow for better data regarding actual water consumption by user type.," 25,664 ",,Code Enforcement is actively addressing water waste by educating the residents on water use. No fines have been levied yet.,The City has undertaken aggressive education of the public on the need to conserve water. The City has municipal code and policies in place to better assure water conservation.,,,223042000,206153000,170.9200696,157.9778029,59%,No Correction Needed
Santa Ana  City of,0,Yes,Jun-14,3682.7,3565.3,AF,," 332,005 ",,,"City Council is scheduled to declare Level-1 Water Shortage on September 16, 2014.  ",,,1200013050,1161758093,80.72255374,78.14921684,67%,No Correction Needed
Santa Ana  City of,0,Yes,Jul-14,3783.3,3825.8,AF,," 332,005 ",,,,,,1232793704,1246642389,80.2525595,81.15408298,67%,No Correction Needed
Santa Ana  City of,0,Yes,Aug-14,3653,3832,AF,," 332,005 ",,,,,,1190335263,1248662668,77.48859457,81.28559935,67%,No Correction Needed
Santa Ana  City of,Level 1,Yes,Sep-14,3518,3627,AF,SWRCB‰Ûªs ‰ÛÏInstructions for Estimating Residential Gallons Per Capita Day (R-GPCD) in Completing Monthly Urban Water Supplier Report.‰Û," 332,005 ",77.1,"1 Restrict watering lawn, landscape, or other turf areas to every other day between 6:00 p.m. and 6:00 a.m.  2.Restrict commercial nurseries and golf courses to watering between 6:00 p.m. and 6:00 a.m.  3.Establish a mandatory 3 percent conservation rate for all consumers, as compared to the same billing period in previous year. (A) The first violation will result in a notice to the customer; (B) a second violation will result in a 15 percent surcharge on customer‰Ûªs water bill; and (C) a third violation will result in the installation of a water flow restrictor. Customers may request relief from compliance.  4.Require that all water leaks, breaks, or other malfunctions in plumbing systems be repaired within 72 hours. ",,,,1146345320,1181863126,77.11242948,79.50164347,67%,No Correction Needed
